label,x,y,z,buried
9 91,613255.0210526315,6651003.068421052,140.58717,0
9 92,613255.8968421053,6651002.574736842,140.69902,0
9 93,613256.772631579,6651002.081052631,140.56226,0
9 94,613257.6484210526,6651001.58736842,140.47029,0
9 95,613258.5242105264,6651001.09368421,140.50589,0
9 96,613259.4,6651000.6,140.50821,0
10 1,612917.8,6651209.6,133.36168,0
10 2,612922.1240506329,6651206.949367088,133.33382,0
10 3,612926.4481012658,6651204.298734177,133.54951,0
10 4,612930.7721518988,6651201.648101266,133.63695,0
10 5,612935.0962025317,6651198.997468354,134.00917,0
10 6,612939.4202531646,6651196.346835443,134.3131,0
10 7,612943.7443037975,6651193.696202531,134.56212,0
10 8,612948.0683544304,6651191.04556962,135.18303,0
10 9,612952.3924050634,6651188.394936709,135.77962,0
10 10,612956.7164556963,6651185.744303797,135.8646,0
10 11,612961.0405063292,6651183.093670886,136.13972,0
10 12,612965.364556962,6651180.443037975,136.32936,0
10 13,612969.6886075949,6651177.792405063,136.52864,0
10 14,612974.0126582279,6651175.141772152,136.34668,0
10 15,612978.3367088608,6651172.491139241,136.05904,0
10 16,612982.6607594937,6651169.840506329,136.19998,0
10 17,612986.9848101266,6651167.189873418,136.43471,0
10 18,612991.3088607595,6651164.5392405065,136.77808,0
10 19,612995.6329113925,6651161.888607595,136.99936,0
10 20,612999.9569620254,6651159.237974684,137.14304,0
10 21,613004.2810126583,6651156.587341771,137.28763,0
10 22,613008.6050632912,6651153.93670886,137.55472,0
10 23,613012.929113924,6651151.286075949,138.51468,0
10 24,613017.253164557,6651148.635443037,138.80139,0
10 25,613021.5772151899,6651145.984810126,138.9868,0
10 26,613025.9012658228,6651143.334177215,138.81848,0
10 27,613030.2253164557,6651140.683544303,138.8635,0
10 28,613034.5493670886,6651138.032911392,138.88264,0
10 29,613038.8734177216,6651135.382278481,138.83849,0
10 30,613043.1974683545,6651132.731645569,138.78616,0
10 31,613047.5215189874,6651130.081012658,138.82375,0
10 32,613051.8455696203,6651127.4303797465,138.83527,0
10 33,613056.1696202531,6651124.779746835,138.92346,0
10 34,613060.4936708861,6651122.129113924,138.87706,0
10 35,613064.817721519,6651119.478481012,138.84741,0
10 36,613069.1417721519,6651116.827848101,138.71182,0
10 37,613073.4658227848,6651114.17721519,138.69077,0
10 38,613077.7898734177,6651111.526582278,138.53354,0
10 39,613082.1139240507,6651108.875949367,138.4717,0
10 40,613086.4379746836,6651106.225316456,138.29942,0
10 41,613090.7620253165,6651103.574683544,138.19688,0
10 42,613095.0860759494,6651100.924050633,138.28972,0
10 43,613099.4101265824,6651098.2734177215,138.16345,0
10 44,613103.7341772153,6651095.62278481,138.17973,0
10 45,613108.0582278481,6651092.972151899,138.15886,0
10 46,613112.382278481,6651090.321518987,138.13316,0
10 47,613116.7063291139,6651087.670886076,138.33923,0
10 48,613121.0303797469,6651085.020253165,138.47824,0
10 49,613125.3544303798,6651082.369620253,138.37488,0
10 50,613129.6784810127,6651079.718987342,138.13724,0
10 51,613134.0025316456,6651077.068354431,137.96725,0
10 52,613138.3265822785,6651074.417721519,137.87068,0
10 53,613142.6506329115,6651071.767088608,138.28769,0
10 54,613146.9746835444,6651069.1164556965,137.65465,0
10 55,613151.2987341773,6651066.465822785,137.67796,0
10 56,613155.6227848101,6651063.815189874,137.95824,0
10 57,613159.946835443,6651061.164556962,138.16995,0
10 58,613164.270886076,6651058.513924051,138.3471,0
10 59,613168.5949367089,6651055.86329114,138.4816,0
10 60,613172.9189873418,6651053.212658228,138.62996,0
10 61,613177.2430379747,6651050.562025316,138.73074,0
10 62,613181.5670886076,6651047.911392405,138.82912,0
10 63,613185.8911392406,6651045.260759493,138.89716,0
10 64,613190.2151898735,6651042.610126582,138.97893,0
10 65,613194.5392405064,6651039.959493671,139.11098,0
10 66,613198.8632911392,6651037.308860759,139.23695,0
10 67,613203.1873417721,6651034.658227848,139.36728,0
10 68,613207.5113924051,6651032.0075949365,139.54932,0
10 69,613211.835443038,6651029.356962025,139.75162,0
10 70,613216.1594936709,6651026.706329114,139.93353,0
10 71,613220.4835443038,6651024.055696202,140.03064,0
10 72,613224.8075949367,6651021.405063291,139.79141,0
10 73,613229.1316455697,6651018.75443038,139.82712,0
10 74,613233.4556962026,6651016.103797468,139.76044,0
10 75,613237.7797468355,6651013.453164557,139.86182,0
10 76,613242.1037974684,6651010.802531646,140.05853,0
10 77,613246.4278481012,6651008.151898734,140.20505,0
10 78,613250.7518987342,6651005.501265823,140.35638,0
10 79,613255.0759493671,6651002.850632912,140.58717,0
10 80,613259.4,6651000.2,140.50821,0
11 1,612976.6,6651127.7,141.47449,0
11 2,612976.6431578947,6651128.697894737,141.53192,0
11 3,612976.6863157895,6651129.695789474,141.51808,0
11 4,612976.7294736842,6651130.693684211,141.0941,0
11 5,612976.772631579,6651131.691578948,141.07925,0
11 6,612976.8157894737,6651132.689473684,141.0399,0
11 7,612976.8589473683,6651133.687368421,140.96225,0
11 8,612976.9021052631,6651134.685263158,140.88435,0
11 9,612976.9452631578,6651135.683157895,140.78226,0
11 10,612976.9884210526,6651136.681052632,140.53175,0
11 11,612977.0315789473,6651137.678947369,140.12024,0
11 12,612977.0747368421,6651138.676842106,140.08531,0
11 13,612977.1178947368,6651139.6747368425,140.01776,0
11 14,612977.1610526316,6651140.672631579,140.01782,0
11 15,612977.2042105263,6651141.670526316,140.01675,0
11 16,612977.247368421,6651142.668421052,139.97707,0
11 17,612977.2905263158,6651143.666315789,139.9251,0
11 18,612977.3336842105,6651144.664210526,139.86195,0
11 19,612977.3768421052,6651145.662105263,139.76039,0
11 20,612977.4199999999,6651146.66,139.71205,0
11 21,612977.4631578947,6651147.657894737,139.64253,0
11 22,612977.5063157894,6651148.655789474,139.57076,0
11 23,612977.5494736842,6651149.653684211,139.50102,0
11 24,612977.5926315789,6651150.651578948,139.43452,0
11 25,612977.6357894737,6651151.649473684,139.30872,0
11 26,612977.6789473684,6651152.647368421,138.97192,0
11 27,612977.7221052632,6651153.645263158,138.90738,0
11 28,612977.7652631579,6651154.643157895,138.80833,0
11 29,612977.8084210526,6651155.641052632,138.74863,0
11 30,612977.8515789474,6651156.638947369,138.6813,0
11 31,612977.894736842,6651157.636842106,138.59454,0
11 32,612977.9378947368,6651158.6347368425,138.52643,0
11 33,612977.9810526315,6651159.632631579,138.21999,0
11 34,612978.0242105263,6651160.630526316,138.05382,0
11 35,612978.067368421,6651161.628421052,137.84584,0
11 36,612978.1105263158,6651162.626315789,137.77933,0
11 37,612978.1536842105,6651163.624210526,137.62299,0
11 38,612978.1968421052,6651164.622105263,137.37442,0
11 39,612978.24,6651165.62,137.13971,0
11 40,612978.2831578947,6651166.617894737,136.98958,0
11 41,612978.3263157895,6651167.615789474,136.6869,0
11 42,612978.3694736842,6651168.613684211,136.50218,0
11 43,612978.4126315789,6651169.611578948,136.37099,0
11 44,612978.4557894736,6651170.609473684,136.25342,0
11 45,612978.4989473684,6651171.607368421,136.11855,0
11 46,612978.5421052631,6651172.605263158,136.05904,0
11 47,612978.5852631578,6651173.603157895,135.97528,0
11 48,612978.6284210526,6651174.601052632,135.86755,0
11 49,612978.6715789473,6651175.598947369,135.78258,0
11 50,612978.7147368421,6651176.5968421055,135.64183,0
11 51,612978.7578947368,6651177.594736842,135.46997,0
11 52,612978.8010526316,6651178.592631579,135.30391,0
11 53,612978.8442105263,6651179.590526316,135.20357,0
11 54,612978.8873684211,6651180.588421052,135.12776,0
11 55,612978.9305263157,6651181.586315789,135.05675,0
11 56,612978.9736842104,6651182.584210526,134.99438,0
11 57,612979.0168421052,6651183.582105263,134.90819,0
11 58,612979.0599999999,6651184.58,134.8671,0
11 59,612979.1031578947,6651185.577894737,134.80164,0
11 60,612979.1463157894,6651186.575789474,134.71187,0
11 61,612979.1894736842,6651187.573684211,134.61333,0
11 62,612979.2326315789,6651188.571578948,134.53703,0
11 63,612979.2757894737,6651189.569473684,134.45468,0
11 64,612979.3189473684,6651190.567368421,134.38849,0
11 65,612979.3621052632,6651191.565263158,134.27658,0
11 66,612979.4052631579,6651192.563157895,134.23265,0
11 67,612979.4484210525,6651193.561052632,134.27786,0
11 68,612979.4915789473,6651194.5589473685,134.23996,0
11 69,612979.534736842,6651195.556842105,134.2505,0
11 70,612979.5778947368,6651196.554736842,134.26501,0
11 71,612979.6210526315,6651197.552631579,134.28926,0
11 72,612979.6642105263,6651198.550526316,134.2561,0
11 73,612979.707368421,6651199.548421052,134.2038,0
11 74,612979.7505263158,6651200.546315789,134.15894,0
11 75,612979.7936842105,6651201.544210526,134.09373,0
11 76,612979.8368421053,6651202.542105263,134.07054,0
11 77,612979.88,6651203.54,133.97919,0
11 78,612979.9231578948,6651204.537894737,133.91591,0
11 79,612979.9663157894,6651205.535789474,133.86554,0
11 80,612980.0094736841,6651206.533684211,133.74425,0
11 81,612980.0526315789,6651207.531578948,133.61308,0
11 82,612980.0957894736,6651208.529473684,133.46062,0
11 83,612980.1389473684,6651209.527368421,133.36182,0
11 84,612980.1821052631,6651210.525263158,133.31358,0
11 85,612980.2252631579,6651211.523157895,133.29454,0
11 86,612980.2684210526,6651212.521052632,133.27963,0
11 87,612980.3115789474,6651213.5189473685,133.26138,0
11 88,612980.3547368421,6651214.516842105,133.17361,0
11 89,612980.3978947368,6651215.514736842,133.0728,0
11 90,612980.4410526316,6651216.512631579,133.0728,0
11 91,612980.4842105262,6651217.510526316,133.02765,0
11 92,612980.527368421,6651218.508421052,132.9398,0
11 93,612980.5705263157,6651219.506315789,132.75659,0
11 94,612980.6136842105,6651220.504210526,132.72159,0
11 95,612980.6568421052,6651221.502105263,132.60408,0
11 96,612980.7,6651222.5,132.5391,0
12 1,612984.7,6651294.1,126.80704,0
12 2,612984.727368421,6651295.104210526,126.76975,0
12 3,612984.754736842,6651296.108421052,126.84963,0
12 4,612984.7821052631,6651297.112631579,126.81146,0
12 5,612984.8094736842,6651298.116842105,126.78759,0
12 6,612984.8368421053,6651299.121052631,126.77904,0
12 7,612984.8642105262,6651300.125263157,126.76671,0
12 8,612984.8915789473,6651301.129473683,126.726295,0
12 9,612984.9189473684,6651302.1336842105,126.72194,0
12 10,612984.9463157895,6651303.137894737,126.70839,0
12 11,612984.9736842104,6651304.142105263,126.80834,0
12 12,612985.0010526315,6651305.146315789,126.793434,0
12 13,612985.0284210526,6651306.150526316,126.75205,0
12 14,612985.0557894737,6651307.154736842,126.74344,0
12 15,612985.0831578947,6651308.158947368,126.7561,0
12 16,612985.1105263158,6651309.163157894,126.79349,0
12 17,612985.1378947368,6651310.16736842,126.80675,0
12 18,612985.1652631579,6651311.171578947,126.79478,0
12 19,612985.1926315789,6651312.175789474,126.91387,0
12 20,612985.22,6651313.18,126.915375,0
12 21,612985.247368421,6651314.184210526,126.96699,0
12 22,612985.274736842,6651315.188421052,127.055954,0
12 23,612985.3021052631,6651316.192631579,127.08086,0
12 24,612985.3294736842,6651317.196842105,127.03682,0
12 25,612985.3568421053,6651318.201052631,127.08943,0
12 26,612985.3842105262,6651319.205263157,127.182274,0
12 27,612985.4115789473,6651320.2094736835,127.238045,0
12 28,612985.4389473684,6651321.213684211,127.34066,0
12 29,612985.4663157895,6651322.217894737,127.34664,0
12 30,612985.4936842105,6651323.222105263,127.34416,0
12 31,612985.5210526315,6651324.226315789,127.32876,0
12 32,612985.5484210526,6651325.230526316,127.32392,0
12 33,612985.5757894737,6651326.234736842,127.31704,0
12 34,612985.6031578947,6651327.238947368,127.29358,0
12 35,612985.6305263158,6651328.243157894,127.294365,0
12 36,612985.6578947369,6651329.2473684205,127.32449,0
12 37,612985.6852631579,6651330.2515789475,127.32884,0
12 38,612985.7126315789,6651331.255789474,127.27385,0
12 39,612985.74,6651332.26,127.09856,0
12 40,612985.7673684211,6651333.264210526,126.8832,0
12 41,612985.794736842,6651334.268421052,126.6726,0
12 42,612985.8221052631,6651335.272631579,126.489,0
12 43,612985.8494736842,6651336.276842105,126.37451,0
12 44,612985.8768421053,6651337.281052631,126.34141,0
12 45,612985.9042105263,6651338.285263157,126.32652,0
12 46,612985.9315789473,6651339.289473684,126.29822,0
12 47,612985.9589473684,6651340.293684211,126.273964,0
12 48,612985.9863157895,6651341.297894737,126.17753,0
12 49,612986.0136842105,6651342.302105263,126.072754,0
12 50,612986.0410526316,6651343.306315789,125.9617,0
12 51,612986.0684210527,6651344.310526316,125.84269,0
12 52,612986.0957894737,6651345.314736842,125.744965,0
12 53,612986.1231578947,6651346.318947368,125.7092,0
12 54,612986.1505263158,6651347.323157894,125.60697,0
12 55,612986.1778947369,6651348.327368421,125.55451,0
12 56,612986.205263158,6651349.331578948,125.562706,0
12 57,612986.2326315789,6651350.335789474,125.57975,0
12 58,612986.26,6651351.34,125.569084,0
12 59,612986.2873684211,6651352.344210526,125.55645,0
12 60,612986.3147368421,6651353.348421052,125.54087,0
12 61,612986.3421052631,6651354.352631579,125.516174,0
12 62,612986.3694736842,6651355.356842105,125.53468,0
12 63,612986.3968421053,6651356.361052631,125.51052,0
12 64,612986.4242105263,6651357.3652631575,125.485245,0
12 65,612986.4515789474,6651358.369473684,125.46417,0
12 66,612986.4789473685,6651359.373684211,125.40939,0
12 67,612986.5063157895,6651360.377894737,125.3744,0
12 68,612986.5336842105,6651361.382105263,125.326416,0
12 69,612986.5610526316,6651362.386315789,125.30389,0
12 70,612986.5884210527,6651363.390526316,125.31401,0
12 71,612986.6157894738,6651364.394736842,125.260284,0
12 72,612986.6431578947,6651365.398947368,125.21106,0
12 73,612986.6705263158,6651366.4031578945,125.184685,0
12 74,612986.6978947369,6651367.407368421,125.134254,0
12 75,612986.725263158,6651368.411578948,125.08612,0
12 76,612986.752631579,6651369.415789474,125.042465,0
12 77,612986.78,6651370.42,125.002396,0
12 78,612986.8073684211,6651371.424210526,124.970505,0
12 79,612986.8347368421,6651372.428421052,124.950645,0
12 80,612986.8621052632,6651373.432631579,124.914,0
12 81,612986.8894736842,6651374.436842105,124.88119,0
12 82,612986.9168421053,6651375.4410526315,124.85898,0
12 83,612986.9442105263,6651376.445263158,124.8332,0
12 84,612986.9715789474,6651377.449473684,124.81083,0
12 85,612986.9989473685,6651378.453684211,124.780075,0
12 86,612987.0263157896,6651379.457894737,124.75036,0
12 87,612987.0536842105,6651380.462105263,124.764465,0
12 88,612987.0810526316,6651381.466315789,124.73007,0
12 89,612987.1084210527,6651382.470526316,124.70287,0
12 90,612987.1357894738,6651383.474736842,124.66853,0
12 91,612987.1631578947,6651384.478947368,124.668335,0
12 92,612987.1905263158,6651385.483157895,124.66068,0
12 93,612987.2178947369,6651386.487368421,124.62396,0
12 94,612987.245263158,6651387.491578948,124.690216,0
12 95,612987.272631579,6651388.495789474,124.873566,0
12 96,612987.3,6651389.5,124.86417,0
13 1,612971.4,6651007.7,150.87904,0
13 2,612971.5949367089,6651012.727848101,150.64886,0
13 3,612971.7898734177,6651017.755696203,150.3637,0
13 4,612971.9848101266,6651022.783544304,150.16661,0
13 5,612972.1797468355,6651027.811392405,149.88287,0
13 6,612972.3746835443,6651032.839240506,149.62843,0
13 7,612972.5696202532,6651037.8670886075,149.37056,0
13 8,612972.7645569621,6651042.894936709,149.06105,0
13 9,612972.959493671,6651047.92278481,148.70006,0
13 10,612973.1544303797,6651052.950632911,148.45607,0
13 11,612973.3493670886,6651057.978481013,148.08925,0
13 12,612973.5443037975,6651063.006329115,147.74287,0
13 13,612973.7392405063,6651068.034177216,146.90286,0
13 14,612973.9341772152,6651073.062025317,146.32558,0
13 15,612974.1291139241,6651078.089873418,145.70319,0
13 16,612974.3240506329,6651083.117721519,145.17111,0
13 17,612974.5189873418,6651088.145569621,144.58682,0
13 18,612974.7139240507,6651093.173417722,144.20544,0
13 19,612974.9088607596,6651098.201265823,143.51945,0
13 20,612975.1037974684,6651103.229113924,143.03656,0
13 21,612975.2987341773,6651108.256962026,142.81769,0
13 22,612975.4936708861,6651113.284810127,142.52504,0
13 23,612975.6886075949,6651118.312658228,142.46388,0
13 24,612975.8835443038,6651123.340506329,141.88214,0
13 25,612976.0784810127,6651128.36835443,141.53192,0
13 26,612976.2734177215,6651133.396202532,141.15588,0
13 27,612976.4683544304,6651138.424050633,140.28853,0
13 28,612976.6632911393,6651143.451898734,139.9251,0
13 29,612976.8582278481,6651148.479746835,139.61261,0
13 30,612977.053164557,6651153.5075949365,139.0515,0
13 31,612977.2481012659,6651158.535443039,138.52643,0
13 32,612977.4430379748,6651163.56329114,137.90071,0
13 33,612977.6379746835,6651168.591139241,136.78108,0
13 34,612977.8329113924,6651173.618987342,135.97528,0
13 35,612978.0278481013,6651178.646835444,135.39116,0
13 36,612978.2227848101,6651183.674683545,134.90025,0
13 37,612978.417721519,6651188.702531646,134.53703,0
13 38,612978.6126582279,6651193.730379747,134.24962,0
13 39,612978.8075949367,6651198.758227848,134.16547,0
13 40,612979.0025316456,6651203.78607595,133.97919,0
13 41,612979.1974683545,6651208.813924051,133.48065,0
13 42,612979.3924050634,6651213.841772152,133.11942,0
13 43,612979.5873417722,6651218.869620253,132.78465,0
13 44,612979.782278481,6651223.897468355,131.72842,0
13 45,612979.97721519,6651228.925316456,130.8969,0
13 46,612980.1721518987,6651233.953164557,130.50005,0
13 47,612980.3670886076,6651238.981012658,129.87238,0
13 48,612980.5620253165,6651244.008860759,129.41586,0
13 49,612980.7569620253,6651249.036708861,128.71066,0
13 50,612980.9518987342,6651254.064556962,128.23615,0
13 51,612981.1468354431,6651259.092405064,128.1037,0
13 52,612981.341772152,6651264.120253165,126.99668,0
13 53,612981.5367088608,6651269.1481012665,126.56835,0
13 54,612981.7316455697,6651274.175949368,126.217186,0
13 55,612981.9265822786,6651279.203797469,126.02361,0
13 56,612982.1215189873,6651284.23164557,125.95354,0
13 57,612982.3164556962,6651289.259493671,126.655014,0
13 58,612982.5113924051,6651294.287341773,126.65012,0
13 59,612982.7063291139,6651299.315189874,126.533356,0
13 60,612982.9012658228,6651304.343037975,126.535934,0
13 61,612983.0962025317,6651309.370886076,126.59618,0
13 62,612983.2911392405,6651314.398734177,126.80911,0
13 63,612983.4860759494,6651319.426582279,126.86639,0
13 64,612983.6810126583,6651324.45443038,127.07228,0
13 65,612983.8759493672,6651329.482278481,126.97203,0
13 66,612984.070886076,6651334.510126582,126.3712,0
13 67,612984.2658227849,6651339.537974684,126.18002,0
13 68,612984.4607594938,6651344.565822785,125.69704,0
13 69,612984.6556962025,6651349.593670886,125.50764,0
13 70,612984.8506329114,6651354.621518987,125.46178,0
13 71,612985.0455696203,6651359.649367089,125.33308,0
13 72,612985.2405063291,6651364.677215191,125.13848,0
13 73,612985.435443038,6651369.705063292,124.98006,0
13 74,612985.6303797469,6651374.732911393,124.815025,0
13 75,612985.8253164558,6651379.760759494,124.660065,0
13 76,612986.0202531646,6651384.7886075955,124.61908,0
13 77,612986.2151898735,6651389.816455697,124.81272,0
13 78,612986.4101265824,6651394.844303798,125.885475,0
13 79,612986.6050632912,6651399.872151899,126.35261,0
13 80,612986.8,6651404.9,124.565475,0
